"duration";"wage.increase.first.year";"wage.increase.second.year";"wage.increase.third.year";"cost.of.living.adjustment";"working.hours";"pension";"standby.pay";"shift.differential";"education.allowance";"statutory.holidays";"vacation";"longterm.disability.assistance";"contribution.to.dental.plan";"bereavement.assistance";"contribution.to.health.plan";"class"
1;2;3,99166666666667;3,99230769230769;"none";38;"none";7,33333333333333;5,16;"yes";11;"average";"no";"none";"no";"none";"bad"
3;6;6;4;"none";35;"none";7,33333333333333;14;"no";9;"generous";"yes";"full";"yes";"full";"good"
3;2;2;2;"none";40;"none";7,33333333333333;5,16;"no";10;"below_average";"yes";"half";"yes";"full";"bad"
2;5,7;4,5;3,99230769230769;"none";40;"ret_allw";7,33333333333333;5,16;"no";11;"average";"yes";"full";"yes";"full";"good"
3;2;2,5;2;"none";37;"empl_contr";7,33333333333333;5,16;"no";10;"average";"yes";"half";"yes";"none";"bad"
2;4,5;4;3,99230769230769;"none";40;"none";7,33333333333333;2;"no";10;"below_average";"no";"half";"yes";"half";"bad"
3;4;3,5;3,99230769230769;"none";40;"empl_contr";7,33333333333333;6;"no";11;"average";"yes";"full";"yes";"full";"good"
3;4;5;5;"tc";38,0731707317073;"empl_contr";7,33333333333333;5,16;"no";12;"generous";"yes";"none";"yes";"half";"good"
2;4;4;3,99230769230769;"none";40;"none";7,33333333333333;3;"no";10;"below_average";"no";"none";"yes";"none";"bad"
2;3;3;3,99230769230769;"none";33;"none";7,33333333333333;5,16;"yes";12;"generous";"yes";"half";"yes";"full";"good"
2;4,5;4,5;3,99230769230769;"tcf";38,0731707317073;"none";7,33333333333333;5,16;"yes";10;"below_average";"yes";"none";"yes";"half";"good"
3;2;2,5;2,1;"tc";40;"none";2;1;"no";10;"below_average";"no";"half";"yes";"full";"bad"
2;3;7;3,99230769230769;"none";38;"none";12;25;"yes";11;"below_average";"yes";"half";"yes";"full";"good"
1;2,1;3,99166666666667;3,99230769230769;"tc";40;"ret_allw";2;3;"no";9;"below_average";"yes";"half";"yes";"none";"bad"
